store_id,sku_uid,trailing_demand_rate,days_of_cover,protection_days,service_level,recommended_cover_days,recommended_reorder_point,textbook_reorder_point,expected_demand_over_lead,safety_stock
MUS01,17_1049_MAROON_44,0.21428571428571427,28.0,5.931840648477659,0.95,5.14,2,4,1.27,0.73
HYS01,25_1105_BLACK_37,0.23214285714285715,25.846153846153847,5.931840648477659,0.95,5.62,2,4,1.38,0.62
HYS01,24_1098_MAROON_44,0.17857142857142858,28.0,5.931840648477659,0.95,6.28,2,3,1.06,0.94
HYS01,24_1098_MAROON_39,0.44642857142857145,31.36,5.931840648477659,0.95,4.19,2,6,2.65,-0.65
HYS01,24_1098_MAROON_38,0.39285714285714285,25.454545454545457,5.931840648477659,0.95,5.0,2,5,2.33,-0.33
HYS01,23_1091_BROWN_43,0.35714285714285715,25.2,5.931840648477659,0.95,5.29,2,5,2.12,-0.12
HYS01,28_1126_TAN_37,0.3392857142857143,32.421052631578945,5.931840648477659,0.95,4.97,2,5,2.01,-0.01
HYS01,26_1112_WHITE_44,0.4107142857142857,31.65217391304348,5.931840648477659,0.95,4.09,2,6,2.44,-0.44
HYS01,20_1070_ANTIC-GOLD_40,0.3392857142857143,29.473684210526315,5.931840648477659,0.95,5.44,2,5,2.01,-0.01
HYS01,19_1063_MAROON_44,0.26785714285714285,26.133333333333333,5.931840648477659,0.95,5.49,2,4,1.59,0.41
HYS01,19_1063_MAROON_42,0.30357142857142855,26.35294117647059,5.931840648477659,0.95,5.91,2,5,1.8,0.2
MUS01,21_1077_BLUE-NAVY_38,0.35714285714285715,39.199999999999996,5.931840648477659,0.95,4.11,2,5,2.12,-0.12
MUS01,20_1070_ANTIC-GOLD_44,0.19642857142857142,20.363636363636363,5.931840648477659,0.95,7.06,2,3,1.17,0.83
MUS01,20_1070_ANTIC-GOLD_43,0.23214285714285715,34.46153846153846,5.931840648477659,0.95,5.0,2,4,1.38,0.62
MUS01,20_1070_ANTIC-GOLD_38,0.35714285714285715,25.2,5.931840648477659,0.95,5.26,2,5,2.12,-0.12
MUS01,20_1070_ANTIC-GOLD_37,0.16071428571428573,24.888888888888886,5.931840648477659,0.95,6.8,2,3,0.95,1.05
MUS01,18_1056_BLACK_44,0.30357142857142855,26.35294117647059,5.931840648477659,0.95,5.61,2,5,1.8,0.2
HYS01,21_1077_MAROON_44,0.16071428571428573,24.888888888888886,5.931840648477659,0.95,7.17,2,3,0.95,1.05
HYS01,21_1077_MAROON_40,0.2857142857142857,28.0,5.931840648477659,0.95,5.63,2,4,1.69,0.31
HYS01,21_1077_MAROON_37,0.25,28.0,5.931840648477659,0.95,5.42,2,4,1.48,0.52
HYS01,23_1091_BROWN_37,0.25,20.0,5.931840648477659,0.95,6.6,2,4,1.48,0.52
HYS01,23_1091_BLACK_44,0.26785714285714285,26.133333333333333,5.931840648477659,0.95,5.48,2,4,1.59,0.41
HYS01,23_1091_BLACK_43,0.32142857142857145,34.22222222222222,5.931840648477659,0.95,4.39,2,5,1.91,0.09
HYS01,16_1042_TAN_42,0.5535714285714286,46.967741935483865,5.931840648477659,0.95,2.76,2,7,3.28,-1.28
MUS01,22_1084_NAVY_38,0.5714285714285714,33.25,5.931840648477659,0.95,3.13,2,7,3.39,-1.39
MUS01,22_1084_NAVY_37,0.14285714285714285,21.0,5.931840648477659,0.95,7.51,2,3,0.85,1.15
MUS01,21_1077_MAROON_44,0.26785714285714285,18.666666666666668,5.931840648477659,0.95,6.4,2,4,1.59,0.41
MUS01,21_1077_MAROON_43,0.2857142857142857,38.5,5.931840648477659,0.95,4.06,2,4,1.69,0.31
MUS01,21_1077_BLUE-NAVY_44,0.10714285714285714,18.666666666666668,5.931840648477659,0.95,9.72,2,2,0.64,1.36
HYS01,17_1049_MAROON_44,0.26785714285714285,18.666666666666668,5.931840648477659,0.95,6.21,2,4,1.59,0.41
HYS01,17_1049_MAROON_37,0.375,24.0,5.931840648477659,0.95,4.53,2,5,2.22,-0.22
HYS01,17_1049_BROWN_44,0.30357142857142855,19.764705882352942,5.931840648477659,0.95,5.61,2,5,1.8,0.2
HYS01,19_1063_MAROON_37,0.2857142857142857,24.5,5.931840648477659,0.95,5.62,2,4,1.69,0.31
HYS01,18_1056_BLACK_44,0.30357142857142855,26.35294117647059,5.931840648477659,0.95,6.03,2,5,1.8,0.2
HYS01,18_1056_BLACK_37,0.32142857142857145,24.888888888888886,5.931840648477659,0.95,5.8,2,5,1.91,0.09
HYS01,21_1077_BLUE-NAVY_37,0.14285714285714285,28.0,5.931840648477659,0.95,7.36,2,3,0.85,1.15
HYS01,20_1070_ANTIC-GOLD_44,0.125,24.0,5.931840648477659,0.95,8.1,2,3,0.74,1.26
HYS01,20_1070_ANTIC-GOLD_43,0.35714285714285715,25.2,5.931840648477659,0.95,5.22,2,5,2.12,-0.12
HYS01,15_1035_GREY_43,0.16071428571428573,24.888888888888886,5.931840648477659,0.95,6.57,2,3,0.95,1.05
HYS01,15_1035_GREY_42,0.16071428571428573,18.666666666666664,5.931840648477659,0.95,8.0,2,3,0.95,1.05
HYS01,15_1035_GREY_40,0.3392857142857143,20.63157894736842,5.931840648477659,0.95,5.78,2,5,2.01,-0.01
HYS01,15_1035_GREY_39,0.26785714285714285,18.666666666666668,5.931840648477659,0.95,6.48,2,4,1.59,0.41
HYS01,15_1035_GREY_38,0.23214285714285715,25.846153846153847,5.931840648477659,0.95,5.56,2,4,1.38,0.62
HYS01,14_1028_WHITE_44,0.16071428571428573,18.666666666666664,5.931840648477659,0.95,8.29,2,3,0.95,1.05
MUS01,23_1091_BLUE-NAVY_39,0.5476190476190477,43.826086956521735,5.931840648477659,0.95,3.5,2,7,3.25,-1.25
MUS01,23_1091_BLACK_44,0.23214285714285715,30.153846153846153,5.931840648477659,0.95,5.11,2,4,1.38,0.62
MUS01,23_1091_BLACK_37,0.17857142857142858,33.6,5.931840648477659,0.95,8.43,2,3,1.06,0.94
MUS01,22_1084_NAVY_43,0.5178571428571429,30.89655172413793,5.931840648477659,0.95,3.36,2,6,3.07,-1.07
HYS01,17_1049_BROWN_37,0.25,20.0,5.931840648477659,0.95,6.0,2,4,1.48,0.52
HYS01,17_1049_BLACK_37,0.23214285714285715,34.46153846153846,5.931840648477659,0.95,4.72,2,4,1.38,0.62
HYS01,16_1042_TAN_44,0.30357142857142855,19.764705882352942,5.931840648477659,0.95,5.92,2,5,1.8,0.2
BHS01,14_1028_ROSE-GOLD_37,0.30357142857142855,29.647058823529413,5.931840648477659,0.95,5.97,2,5,1.8,0.2
BHS01,12_1014_BROWN_44,0.30357142857142855,26.35294117647059,5.931840648477659,0.95,5.71,2,5,1.8,0.2
SUS01,11_1007_BLACK_44,0.19642857142857142,25.454545454545457,5.931840648477659,0.95,5.55,2,3,1.17,0.83
SUS01,11_1007_BLACK_43,0.23214285714285715,25.846153846153847,5.931840648477659,0.95,5.23,2,4,1.38,0.62
SUS01,11_1007_BLACK_41,0.4107142857142857,26.782608695652176,5.931840648477659,0.95,4.23,2,6,2.44,-0.44
SUS01,11_1007_BLACK_40,0.3392857142857143,26.52631578947368,5.931840648477659,0.95,5.21,2,5,2.01,-0.01
SUS01,11_1007_BLACK_38,0.25,16.0,5.931840648477659,0.95,6.97,2,4,1.48,0.52
SUS01,10_1000_WHITE_43,0.19642857142857142,30.545454545454547,5.931840648477659,0.95,5.55,2,3,1.17,0.83
SUS01,10_1000_WHITE_42,0.3392857142857143,41.26315789473684,5.931840648477659,0.95,3.74,2,5,2.01,-0.01
BHS01,14_1028_WHITE_44,0.23214285714285715,34.46153846153846,5.931840648477659,0.95,5.03,2,4,1.38,0.62
BHS01,14_1028_WHITE_43,0.32142857142857145,31.111111111111107,5.931840648477659,0.95,5.0,2,5,1.91,0.09
BHS01,14_1028_WHITE_37,0.23214285714285715,25.846153846153847,5.931840648477659,0.95,5.31,2,4,1.38,0.62
BHS01,14_1028_ROSE-GOLD_44,0.16071428571428573,31.111111111111107,5.931840648477659,0.95,8.03,2,3,0.95,1.05
HYS01,11_1007_TAN_38,0.32142857142857145,21.777777777777775,5.931840648477659,0.95,5.77,2,5,1.91,0.09
HYS01,11_1007_TAN_37,0.25,24.0,5.931840648477659,0.95,5.62,2,4,1.48,0.52
MUS01,24_1098_WHITE_37,0.17857142857142858,11.2,5.931840648477659,0.95,9.6,2,3,1.06,0.94
MUS01,24_1098_MAROON_38,0.17857142857142858,33.6,5.931840648477659,0.95,5.61,2,3,1.06,0.94
MUS01,24_1098_MAROON_37,0.19642857142857142,30.545454545454547,5.931840648477659,0.95,6.32,2,3,1.17,0.83
HYS01,13_1021_WHITE_37,0.26785714285714285,22.400000000000002,5.931840648477659,0.95,5.75,2,4,1.59,0.41
HYS01,13_1021_BROWN_37,0.35714285714285715,30.8,5.931840648477659,0.95,4.28,2,5,2.12,-0.12
HYS01,14_1028_ROSE-GOLD_37,0.23214285714285715,21.538461538461537,5.931840648477659,0.95,6.89,2,4,1.38,0.62
HYS01,13_1021_WHITE_44,0.39285714285714285,22.90909090909091,5.931840648477659,0.95,4.66,2,5,2.33,-0.33
HYS01,13_1021_WHITE_43,0.3392857142857143,26.52631578947368,5.931840648477659,0.95,4.86,2,5,2.01,-0.01
HYS01,16_1042_TAN_37,0.32142857142857145,24.888888888888886,5.931840648477659,0.95,5.4,2,5,1.91,0.09
COS01,31_1147_WHITE_44,0.23214285714285715,17.23076923076923,5.931840648477659,0.95,7.48,2,4,1.38,0.62
COS01,31_1147_WHITE_43,0.23214285714285715,25.846153846153847,5.931840648477659,0.95,6.36,2,4,1.38,0.62
COS01,31_1147_WHITE_42,0.30357142857142855,23.058823529411768,5.931840648477659,0.95,6.12,2,5,1.8,0.2
COS01,31_1147_WHITE_40,0.4642857142857143,28.0,5.931840648477659,0.95,4.14,2,6,2.75,-0.75
MUS01,25_1105_BROWN_39,0.32142857142857145,27.999999999999996,5.931840648477659,0.95,5.98,2,5,1.91,0.09
MUS01,25_1105_BROWN_37,0.25,16.0,5.931840648477659,0.95,6.6,2,4,1.48,0.52
MUS01,25_1105_BLACK_44,0.16071428571428573,24.888888888888886,5.931840648477659,0.95,6.41,2,3,0.95,1.05
MUS01,25_1105_BLACK_37,0.23214285714285715,17.23076923076923,5.931840648477659,0.95,6.76,2,4,1.38,0.62
MUS01,24_1098_WHITE_43,0.2857142857142857,28.0,5.931840648477659,0.95,4.91,2,4,1.69,0.31
HYS01,11_1007_BLACK_38,0.44642857142857145,31.36,5.931840648477659,0.95,4.05,2,6,2.65,-0.65
HYS01,11_1007_BLACK_37,0.5178571428571429,32.82758620689655,5.931840648477659,0.95,3.41,2,6,3.07,-1.07
HYS01,10_1000_BROWN_43,0.44642857142857145,33.6,5.931840648477659,0.95,3.65,2,6,2.65,-0.65
HYS01,11_1007_TAN_43,0.2857142857142857,21.0,5.931840648477659,0.95,5.97,2,4,1.69,0.31
COS01,31_1147_MAROON_44,0.14285714285714285,21.0,5.931840648477659,0.95,7.17,2,3,0.85,1.15
COS01,31_1147_MAROON_43,0.23214285714285715,21.538461538461537,5.931840648477659,0.95,6.97,2,4,1.38,0.62
COS01,31_1147_MAROON_40,0.35714285714285715,28.0,5.931840648477659,0.95,4.76,2,5,2.12,-0.12
COS01,31_1147_MAROON_38,0.32142857142857145,24.888888888888886,5.931840648477659,0.95,4.94,2,5,1.91,0.09
COS01,31_1147_ANTIC-GOLD_44,0.17857142857142858,28.0,5.931840648477659,0.95,6.82,2,3,1.06,0.94
COS01,31_1147_ANTIC-GOLD_43,0.26785714285714285,22.400000000000002,5.931840648477659,0.95,5.71,2,4,1.59,0.41
COS01,31_1147_ANTIC-GOLD_42,0.30357142857142855,29.647058823529413,5.931840648477659,0.95,5.71,2,5,1.8,0.2
COS01,31_1147_ANTIC-GOLD_39,0.2857142857142857,31.5,5.931840648477659,0.95,6.99,2,4,1.69,0.31
MUS01,25_1105_MAROON_44,0.23214285714285715,25.846153846153847,5.931840648477659,0.95,5.39,2,4,1.38,0.62
MUS01,25_1105_MAROON_37,0.2857142857142857,28.0,5.931840648477659,0.95,4.65,2,4,1.69,0.31
HYS01,10_1000_BROWN_37,0.3392857142857143,23.57894736842105,5.931840648477659,0.95,5.24,2,5,2.01,-0.01
COS01,33_1161_BLUE-NAVY_43,0.21428571428571427,18.666666666666668,5.931840648477659,0.95,8.35,2,4,1.27,0.73
COS01,33_1161_BLUE-NAVY_38,0.375,24.0,5.931840648477659,0.95,5.3,2,5,2.22,-0.22
COS01,33_1161_BLUE-NAVY_37,0.125,24.0,5.931840648477659,0.95,8.75,2,3,0.74,1.26
COS01,24_1098_WHITE_39,0.30357142857142855,26.35294117647059,5.931840648477659,0.95,5.6,2,5,1.8,0.2
COS01,24_1098_WHITE_37,0.14285714285714285,14.0,5.931840648477659,0.95,10.51,2,3,0.85,1.15
COS01,24_1098_MAROON_43,0.23214285714285715,25.846153846153847,5.931840648477659,0.95,6.59,2,4,1.38,0.62
MUS01,28_1126_TAN_44,0.26785714285714285,26.133333333333333,5.931840648477659,0.95,5.35,2,4,1.59,0.41
COS01,28_1126_TAN_37,0.2857142857142857,31.5,5.931840648477659,0.95,5.9,2,4,1.69,0.31
COS01,28_1126_BLUE-NAVY_44,0.26785714285714285,18.666666666666668,5.931840648477659,0.95,6.24,2,4,1.59,0.41
COS01,28_1126_BLUE-NAVY_43,0.3392857142857143,23.57894736842105,5.931840648477659,0.95,5.21,2,5,2.01,-0.01
COS01,29_1133_BROWN_44,0.21428571428571427,28.0,5.931840648477659,0.95,6.78,2,4,1.27,0.73
COS01,29_1133_BROWN_37,0.19642857142857142,20.363636363636363,5.931840648477659,0.95,7.25,2,3,1.17,0.83
COS01,28_1126_TAN_44,0.25,16.0,5.931840648477659,0.95,7.1,2,4,1.48,0.52
COS01,31_1147_WHITE_38,0.30357142857142855,32.94117647058824,5.931840648477659,0.95,4.3,2,5,1.8,0.2
COS01,31_1147_WHITE_37,0.17857142857142858,22.4,5.931840648477659,0.95,6.46,2,3,1.06,0.94
BHS01,14_1028_ROSE-GOLD_38,0.30357142857142855,26.35294117647059,5.931840648477659,0.95,6.59,2,5,1.8,0.2
SUS01,10_1000_WHITE_37,0.14285714285714285,14.0,5.931840648477659,0.95,8.73,2,3,0.85,1.15
PUS01,32_1154_MAROON_43,0.2857142857142857,31.5,5.931840648477659,0.95,4.52,2,4,1.69,0.31
PUS01,32_1154_MAROON_38,0.21428571428571427,32.66666666666667,5.931840648477659,0.95,6.84,2,4,1.27,0.73
PUS01,32_1154_MAROON_37,0.125,16.0,5.931840648477659,0.95,9.09,2,3,0.74,1.26
BHS01,16_1042_TAN_37,0.16071428571428573,18.666666666666664,5.931840648477659,0.95,10.14,2,3,0.95,1.05
BHS01,16_1042_BLUE-NAVY_44,0.25,32.0,5.931840648477659,0.95,5.61,2,4,1.48,0.52
BHS01,16_1042_BLUE-NAVY_43,0.30357142857142855,36.235294117647065,5.931840648477659,0.95,4.09,2,5,1.8,0.2
BHS01,16_1042_BLUE-NAVY_41,0.42857142857142855,51.333333333333336,5.931840648477659,0.95,4.33,2,6,2.54,-0.54
BHS01,16_1042_BLUE-NAVY_37,0.21428571428571427,28.0,5.931840648477659,0.95,6.52,2,4,1.27,0.73
COS01,23_1091_BLUE-NAVY_42,0.26785714285714285,29.866666666666667,5.931840648477659,0.95,5.61,2,4,1.59,0.41
COS01,23_1091_BLUE-NAVY_41,0.21428571428571427,60.66666666666667,5.931840648477659,0.95,7.41,2,4,1.27,0.73
MUS01,32_1154_MAROON_39,0.30357142857142855,36.235294117647065,5.931840648477659,0.95,4.33,2,5,1.8,0.2
MUS01,32_1154_MAROON_38,0.16071428571428573,24.888888888888886,5.931840648477659,0.95,12.11,2,3,0.95,1.05
MUS01,32_1154_MAROON_37,0.17857142857142858,16.8,5.931840648477659,0.95,7.74,2,3,1.06,0.94
MUS01,30_1140_WHITE_43,0.3392857142857143,23.57894736842105,5.931840648477659,0.95,5.28,2,5,2.01,-0.01
MUS01,30_1140_WHITE_39,0.35714285714285715,33.6,5.931840648477659,0.95,4.41,2,5,2.12,-0.12
MUS01,30_1140_WHITE_37,0.21428571428571427,23.333333333333336,5.931840648477659,0.95,6.1,2,4,1.27,0.73
MUS01,29_1133_BROWN_43,0.375,42.666666666666664,5.931840648477659,0.95,5.15,2,5,2.22,-0.22
COS01,28_1126_BLUE-NAVY_37,0.30357142857142855,26.35294117647059,5.931840648477659,0.95,4.86,2,5,1.8,0.2
COS01,24_1098_WHITE_42,0.25,36.0,5.931840648477659,0.95,4.58,2,4,1.48,0.52
COS01,24_1098_WHITE_40,0.19642857142857142,20.363636363636363,5.931840648477659,0.95,9.39,2,3,1.17,0.83
COS01,18_1056_GREY_44,0.26785714285714285,22.400000000000002,5.931840648477659,0.95,6.98,2,4,1.59,0.41
MUS01,33_1161_ROSE-GOLD_38,0.30357142857142855,36.235294117647065,5.931840648477659,0.95,4.55,2,5,1.8,0.2
MUS01,33_1161_BLUE-NAVY_43,0.23214285714285715,30.153846153846153,5.931840648477659,0.95,5.44,2,4,1.38,0.62
COS01,24_1098_MAROON_38,0.19642857142857142,25.454545454545457,5.931840648477659,0.95,7.09,2,3,1.17,0.83
COS01,23_1091_BROWN_44,0.14285714285714285,35.0,5.931840648477659,0.95,13.72,2,3,0.85,1.15
COS01,23_1091_BROWN_43,0.19642857142857142,25.454545454545457,5.931840648477659,0.95,6.48,2,3,1.17,0.83
COS01,23_1091_BROWN_39,0.30357142857142855,36.235294117647065,5.931840648477659,0.95,4.4,2,5,1.8,0.2
COS01,23_1091_BROWN_38,0.125,32.0,5.931840648477659,0.95,8.18,2,3,0.74,1.26
COS01,23_1091_BLUE-NAVY_43,0.2857142857142857,24.5,5.931840648477659,0.95,6.75,2,4,1.69,0.31
BHS01,15_1035_GREY_39,0.19642857142857142,15.272727272727273,5.931840648477659,0.95,9.67,2,3,1.17,0.83
PUS01,31_1147_MAROON_37,0.25,28.0,5.931840648477659,0.95,4.91,2,4,1.48,0.52
PUS01,31_1147_ANTIC-GOLD_44,0.17857142857142858,28.0,5.931840648477659,0.95,6.07,2,3,1.06,0.94
PUS01,31_1147_ANTIC-GOLD_43,0.26785714285714285,33.6,5.931840648477659,0.95,5.46,2,4,1.59,0.41
PUS01,31_1147_ANTIC-GOLD_37,0.26785714285714285,18.666666666666668,5.931840648477659,0.95,6.31,2,4,1.59,0.41
PUS01,30_1140_WHITE_44,0.23214285714285715,21.538461538461537,5.931840648477659,0.95,6.11,2,4,1.38,0.62
PUS01,30_1140_WHITE_43,0.21428571428571427,28.0,5.931840648477659,0.95,5.88,2,4,1.27,0.73
BHS01,17_1049_MAROON_37,0.17857142857142858,22.4,5.931840648477659,0.95,6.77,2,3,1.06,0.94
BHS01,17_1049_BROWN_43,0.30357142857142855,19.764705882352942,5.931840648477659,0.95,6.03,2,5,1.8,0.2
BHS01,17_1049_BROWN_37,0.30357142857142855,26.35294117647059,5.931840648477659,0.95,5.53,2,5,1.8,0.2
BHS01,16_1042_TAN_43,0.17857142857142858,28.0,5.931840648477659,0.95,7.74,2,3,1.06,0.94
BHS01,18_1056_GREY_38,0.32142857142857145,31.111111111111107,5.931840648477659,0.95,5.22,2,5,1.91,0.09
BHS01,18_1056_GREY_37,0.30357142857142855,26.35294117647059,5.931840648477659,0.95,5.94,2,5,1.8,0.2
BHS01,18_1056_BLACK_43,0.26785714285714285,33.6,5.931840648477659,0.95,5.94,2,4,1.59,0.41
COS01,17_1049_BROWN_44,0.2857142857142857,21.0,5.931840648477659,0.95,5.96,2,4,1.69,0.31
COS01,17_1049_BROWN_43,0.16071428571428573,18.666666666666664,5.931840648477659,0.95,8.56,2,3,0.95,1.05
PUS01,10_1000_BROWN_43,0.3392857142857143,26.52631578947368,5.931840648477659,0.95,4.65,2,5,2.01,-0.01
PUS01,10_1000_BROWN_37,0.30357142857142855,23.058823529411768,5.931840648477659,0.95,5.32,2,5,1.8,0.2
COS01,18_1056_GREY_37,0.26785714285714285,33.6,5.931840648477659,0.95,4.87,2,4,1.59,0.41
COS01,18_1056_BLACK_44,0.26785714285714285,29.866666666666667,5.931840648477659,0.95,5.32,2,4,1.59,0.41
COS01,18_1056_BLACK_43,0.2857142857142857,42.0,5.931840648477659,0.95,5.24,2,4,1.69,0.31
COS01,18_1056_BLACK_37,0.21428571428571427,32.66666666666667,5.931840648477659,0.95,6.36,2,4,1.27,0.73
COS01,23_1091_BLUE-NAVY_37,0.25,24.0,5.931840648477659,0.95,5.53,2,4,1.48,0.52
COS01,20_1070_ANTIC-GOLD_44,0.07142857142857142,42.0,5.931840648477659,0.95,14.78,2,2,0.42,1.58
COS01,20_1070_ANTIC-GOLD_42,0.16071428571428573,24.888888888888886,5.931840648477659,0.95,8.56,2,3,0.95,1.05
COS01,20_1070_ANTIC-GOLD_39,0.30357142857142855,29.647058823529413,5.931840648477659,0.95,6.06,2,5,1.8,0.2
COS01,17_1049_BROWN_37,0.17857142857142858,22.4,5.931840648477659,0.95,7.0,2,3,1.06,0.94
COS01,17_1049_BLACK_44,0.16071428571428573,24.888888888888886,5.931840648477659,0.95,7.24,2,3,0.95,1.05
COS01,17_1049_BLACK_37,0.23214285714285715,21.538461538461537,5.931840648477659,0.95,5.79,2,4,1.38,0.62
COS01,16_1042_ANTIC-GOLD_43,0.32142857142857145,27.999999999999996,5.931840648477659,0.95,5.1,2,5,1.91,0.09
PUS01,11_1007_TAN_38,0.42857142857142855,37.333333333333336,5.931840648477659,0.95,3.34,2,6,2.54,-0.54
PUS01,11_1007_BLACK_43,0.5714285714285714,29.75,5.931840648477659,0.95,3.39,2,7,3.39,-1.39
PUS01,11_1007_BLACK_38,0.25,36.0,5.931840648477659,0.95,4.65,2,4,1.48,0.52
PUS01,11_1007_BLACK_37,0.2857142857142857,17.5,5.931840648477659,0.95,6.38,2,4,1.69,0.31
PUS01,10_1000_ROSE-GOLD_43,0.23214285714285715,30.153846153846153,5.931840648477659,0.95,5.23,2,4,1.38,0.62
COS01,18_1056_ANTIC-GOLD_37,0.19642857142857142,25.454545454545457,5.931840648477659,0.95,8.14,2,3,1.17,0.83
COS01,17_1049_MAROON_44,0.16071428571428573,18.666666666666664,5.931840648477659,0.95,8.25,2,3,0.95,1.05
COS01,17_1049_MAROON_43,0.30357142857142855,26.35294117647059,5.931840648477659,0.95,5.8,2,5,1.8,0.2
COS01,14_1028_ROSE-GOLD_37,0.30357142857142855,26.35294117647059,5.931840648477659,0.95,5.8,2,5,1.8,0.2
COS01,13_1021_WHITE_43,0.2857142857142857,31.5,5.931840648477659,0.95,5.07,2,4,1.69,0.31
PUS01,11_1007_TAN_43,0.19642857142857142,35.63636363636364,5.931840648477659,0.95,7.73,2,3,1.17,0.83
COS01,16_1042_ANTIC-GOLD_37,0.21428571428571427,32.66666666666667,5.931840648477659,0.95,5.37,2,4,1.27,0.73
COS01,15_1035_GREY_39,0.16071428571428573,31.111111111111107,5.931840648477659,0.95,6.53,2,3,0.95,1.05
COS01,14_1028_WHITE_44,0.26785714285714285,29.866666666666667,5.931840648477659,0.95,5.4,2,4,1.59,0.41
COS01,14_1028_WHITE_43,0.39285714285714285,28.0,5.931840648477659,0.95,4.61,2,5,2.33,-0.33
COS01,14_1028_WHITE_42,0.35714285714285715,28.0,5.931840648477659,0.95,4.99,2,5,2.12,-0.12
BHS01,18_1056_BLACK_37,0.16071428571428573,31.111111111111107,5.931840648477659,0.95,8.29,2,3,0.95,1.05
BHS01,17_1049_MAROON_44,0.21428571428571427,23.333333333333336,5.931840648477659,0.95,7.14,2,4,1.27,0.73
PUS01,30_1140_WHITE_38,0.25,16.0,5.931840648477659,0.95,7.29,2,4,1.48,0.52
PUS01,30_1140_WHITE_37,0.19642857142857142,25.454545454545457,5.931840648477659,0.95,6.03,2,3,1.17,0.83
BHS01,20_1070_ANTIC-GOLD_44,0.08928571428571429,22.4,5.931840648477659,0.95,11.49,2,2,0.53,1.47
BHS01,20_1070_ANTIC-GOLD_43,0.2857142857142857,21.0,5.931840648477659,0.95,6.58,2,4,1.69,0.31
BHS01,20_1070_ANTIC-GOLD_38,0.17857142857142858,33.6,5.931840648477659,0.95,7.61,2,3,1.06,0.94
BHS01,22_1084_NAVY_38,0.21428571428571427,42.0,5.931840648477659,0.95,4.69,2,4,1.27,0.73
BHS01,22_1084_NAVY_37,0.25,16.0,5.931840648477659,0.95,6.19,2,4,1.48,0.52
BHS01,21_1077_MAROON_44,0.16071428571428573,24.888888888888886,5.931840648477659,0.95,8.46,2,3,0.95,1.05
BHS01,21_1077_MAROON_43,0.32142857142857145,31.111111111111107,5.931840648477659,0.95,4.74,2,5,1.91,0.09
BHS01,21_1077_MAROON_38,0.3392857142857143,26.52631578947368,5.931840648477659,0.95,5.24,2,5,2.01,-0.01
BHS01,21_1077_MAROON_37,0.21428571428571427,18.666666666666668,5.931840648477659,0.95,7.58,2,4,1.27,0.73
BHS01,21_1077_BLUE-NAVY_44,0.14285714285714285,21.0,5.931840648477659,0.95,10.11,2,3,0.85,1.15
CHS01,33_1161_ROSE-GOLD_44,0.32142857142857145,21.777777777777775,5.931840648477659,0.95,5.74,2,5,1.91,0.09
PUS01,14_1028_NAVY_37,0.375,29.333333333333332,5.931840648477659,0.95,4.09,2,5,2.22,-0.22
COS01,11_1007_BLACK_43,0.19642857142857142,15.272727272727273,5.931840648477659,0.95,7.92,2,3,1.17,0.83
COS01,11_1007_BLACK_41,0.375,29.333333333333332,5.931840648477659,0.95,5.12,2,5,2.22,-0.22
COS01,11_1007_BLACK_37,0.17857142857142858,22.4,5.931840648477659,0.95,7.65,2,3,1.06,0.94
COS01,10_1000_WHITE_43,0.21428571428571427,32.66666666666667,5.931840648477659,0.95,6.25,2,4,1.27,0.73
COS01,10_1000_WHITE_42,0.3392857142857143,29.473684210526315,5.931840648477659,0.95,5.3,2,5,2.01,-0.01
COS01,13_1021_BROWN_43,0.2857142857142857,28.0,5.931840648477659,0.95,5.94,2,4,1.69,0.31
COS01,13_1021_BROWN_37,0.25,20.0,5.931840648477659,0.95,7.07,2,4,1.48,0.52
COS01,14_1028_WHITE_37,0.16071428571428573,24.888888888888886,5.931840648477659,0.95,7.85,2,3,0.95,1.05
COS01,14_1028_ROSE-GOLD_44,0.17857142857142858,28.0,5.931840648477659,0.95,7.34,2,3,1.06,0.94
COS01,14_1028_ROSE-GOLD_43,0.2857142857142857,24.5,5.931840648477659,0.95,6.36,2,4,1.69,0.31
CHS01,32_1154_MAROON_43,0.21428571428571427,23.333333333333336,5.931840648477659,0.95,6.55,2,4,1.27,0.73
CHS01,32_1154_MAROON_41,0.30357142857142855,29.647058823529413,5.931840648477659,0.95,5.61,2,5,1.8,0.2
CHS01,32_1154_MAROON_39,0.23214285714285715,30.153846153846153,5.931840648477659,0.95,5.85,2,4,1.38,0.62
CHS01,30_1140_WHITE_44,0.17857142857142858,16.8,5.931840648477659,0.95,8.2,2,3,1.06,0.94
PUS01,14_1028_NAVY_44,0.44642857142857145,31.36,5.931840648477659,0.95,3.63,2,6,2.65,-0.65
PUS01,14_1028_NAVY_43,0.39285714285714285,33.09090909090909,5.931840648477659,0.95,3.81,2,5,2.33,-0.33
COS01,10_1000_WHITE_38,0.4107142857142857,36.52173913043478,5.931840648477659,0.95,4.53,2,6,2.44,-0.44
COS01,10_1000_ROSE-GOLD_42,0.3392857142857143,35.368421052631575,5.931840648477659,0.95,4.67,2,5,2.01,-0.01
COS01,10_1000_ROSE-GOLD_38,0.35714285714285715,19.599999999999998,5.931840648477659,0.95,5.57,2,5,2.12,-0.12
BHS01,23_1091_BROWN_38,0.23214285714285715,21.538461538461537,5.931840648477659,0.95,8.49,2,4,1.38,0.62
