as_of,store_id,sku_uid,category,size_label,start_stock,days_of_cover,trailing_demand_rate,elapsed_days,p_stockout_7d,p_stockout_14d,p_stockout_28d,expected_days_out,expected_lost_units,expected_lost_revenue,rank_by_risk,rank_by_units,rank_by_revenue
2025-11-27,INS01,20_1070_ANTIC-GOLD_37,PREMIUM CLOSE,37,4,32.0,0.12,6,0.0797,0.2792,0.6624,1.55,0.19,1355.95,1999,2391,1981
2025-11-27,COS01,13_1021_BROWN_38,OPEN,38,5,21.54,0.23,8,0.2562,0.5444,0.8558,3.92,0.91,1354.41,796,1585,1982
2025-11-27,INS01,25_1105_BROWN_40,PREMIUM OPEN,40,17,30.71,0.55,8,0.0905,0.2764,0.6345,1.64,0.91,1350.74,2006,1588,1983
2025-11-27,CHS01,32_1154_MAROON_44,CLOSE,44,2,37.33,0.05,12,0.2386,0.4863,0.7951,3.6,0.19,1346.41,1142,2392,1984
2025-11-27,PUS01,23_1091_BLUE-NAVY_37,OPEN,37,6,22.4,0.27,10,0.2186,0.4734,0.7967,3.37,0.9,1346.31,1207,1591,1985
2025-11-27,HYS01,17_1049_MAROON_42,CLOSE,42,19,26.6,0.71,3,0.0258,0.1726,0.5755,0.76,0.54,1344.48,2336,1965,1986
2025-11-27,KOS01,30_1140_WHITE_42,PREMIUM CLOSE,42,7,30.15,0.23,4,0.0495,0.2363,0.6436,1.16,0.27,1343.75,2146,2291,1987
2025-11-27,BES01,15_1035_GREY_39,PREMIUM OPEN,39,3,33.6,0.09,8,0.3457,0.6489,0.9099,5.03,0.45,1342.43,241,2063,1988
2025-11-27,MAS01,30_1140_WHITE_38,PREMIUM CLOSE,38,3,42.0,0.07,19,0.2576,0.4822,0.7658,3.76,0.27,1341.86,1160,2292,1989
2025-11-27,AHS01,14_1028_NAVY_39,OPEN,39,25,28.0,0.89,4,0.0414,0.2106,0.6111,1.01,0.9,1341.77,2210,1592,1990
2025-11-27,BHS01,33_1161_BLUE-NAVY_37,OPEN,37,5,18.67,0.27,2,0.0683,0.3438,0.7837,1.67,0.45,1340.31,1780,2064,1991
2025-11-27,PUS01,11_1007_TAN_37,PREMIUM CLOSE,37,3,28.0,0.11,5,0.0913,0.3227,0.7203,1.79,0.19,1339.51,1847,2394,1992
2025-11-27,KOS01,14_1028_WHITE_41,OPEN,41,28,32.0,0.88,6,0.048,0.1989,0.5627,1.03,0.9,1338.82,2238,1594,1993
2025-11-27,MAS01,11_1007_BLACK_41,PREMIUM CLOSE,41,8,23.58,0.34,1,0.0128,0.1478,0.5787,0.56,0.19,1338.57,2406,2395,1994
2025-11-27,SUS01,23_1091_BLUE-NAVY_44,OPEN,44,6,30.55,0.2,24,0.322,0.5555,0.8139,4.57,0.9,1338.48,713,1595,1995
2025-11-27,INS01,14_1028_WHITE_42,OPEN,42,7,19.6,0.36,6,0.1445,0.4078,0.7804,2.51,0.9,1337.42,1500,1597,1996
2025-11-27,AHS01,19_1063_MAROON_39,BOYS CLOSE,39,22,45.63,0.48,4,0.0125,0.0949,0.4111,0.4,0.19,1333.71,2518,2397,1997
2025-11-27,MUS01,23_1091_BLACK_37,OPEN,37,6,33.6,0.18,23,0.3561,0.5984,0.846,5.01,0.9,1333.68,457,1599,1998
2025-11-27,AHS01,31_1147_MAROON_39,PREMIUM CLOSE,39,9,28.0,0.32,4,0.0623,0.2728,0.6852,1.39,0.45,1331.23,2020,2069,1999
2025-11-27,SUS01,24_1098_WHITE_40,OPEN,40,14,30.15,0.46,4,0.0267,0.1583,0.5339,0.72,0.33,1328.71,2373,2204,2000
2025-11-27,COS01,13_1021_BROWN_37,OPEN,37,5,20.0,0.25,8,0.229,0.5084,0.8337,3.57,0.89,1328.46,1012,1600,2001
2025-11-27,MAS01,31_1147_ANTIC-GOLD_37,PREMIUM CLOSE,37,3,33.6,0.09,39,0.3548,0.5836,0.8231,4.96,0.44,1325.05,546,2071,2002
2025-11-27,MAS01,31_1147_ANTIC-GOLD_41,PREMIUM CLOSE,41,8,21.33,0.38,2,0.042,0.2606,0.7072,1.18,0.44,1323.35,2068,2072,2003
2025-11-27,HYS01,23_1091_BLACK_41,OPEN,41,20,18.06,1.11,1,0.021,0.1987,0.6548,0.8,0.89,1322.72,2240,1606,2004
2025-11-27,HYS01,28_1126_TAN_37,GIRLS_OPEN,37,11,32.42,0.34,12,0.1658,0.3779,0.704,2.62,0.89,1322.56,1646,1607,2005
2025-11-27,INS01,13_1021_BROWN_44,OPEN,44,2,11.2,0.18,6,0.3364,0.663,0.9245,4.97,0.89,1322.13,192,1608,2006
2025-11-27,CHS01,13_1021_WHITE_43,OPEN,43,11,29.33,0.38,11,0.1462,0.3527,0.6868,2.36,0.89,1321.2,1748,1609,2007
2025-11-27,COS01,10_1000_WHITE_43,PREMIUM CLOSE,43,7,32.67,0.21,6,0.0791,0.2779,0.661,1.54,0.33,1318.95,2001,2210,2008
2025-11-27,BHS01,10_1000_BROWN_44,PREMIUM CLOSE,44,4,32.0,0.12,8,0.1602,0.4052,0.7588,2.64,0.33,1318.75,1506,2211,2009
2025-11-27,BHS01,17_1049_BROWN_37,CLOSE,37,8,26.35,0.3,6,0.0918,0.3061,0.6907,1.74,0.53,1315.73,1906,1975,2010
2025-11-27,KOS01,18_1056_GREY_37,GIRLS_OPEN,37,8,24.89,0.32,1,0.0135,0.1525,0.5866,0.59,0.19,1315.71,2395,2401,2011
2025-11-27,HYS01,10_1000_BROWN_44,PREMIUM CLOSE,44,3,42.0,0.07,28,0.3255,0.5548,0.8084,4.61,0.33,1312.47,718,2215,2012
2025-11-27,HYS01,22_1084_NAVY_41,CLOSE,41,38,24.18,1.57,0,0.0047,0.0991,0.5086,0.34,0.53,1311.23,2506,1977,2013
2025-11-27,MAS01,32_1154_MAROON_37,CLOSE,37,2,28.0,0.07,7,0.1554,0.4105,0.7723,2.62,0.19,1306.6,1489,2404,2014
2025-11-27,PUS01,28_1126_TAN_37,GIRLS_OPEN,37,9,21.91,0.41,6,0.1181,0.3596,0.741,2.14,0.88,1306.55,1723,1617,2015
2025-11-27,MAS01,17_1049_BLACK_44,CLOSE,44,3,28.0,0.11,23,0.3469,0.5875,0.8385,4.9,0.52,1306.12,524,1982,2016
2025-11-27,CHS01,14_1028_NAVY_43,OPEN,43,13,25.1,0.52,7,0.0914,0.2907,0.662,1.69,0.87,1303.51,1960,1618,2017
2025-11-27,SUS01,23_1091_BLUE-NAVY_40,OPEN,40,11,22.81,0.48,6,0.0964,0.316,0.7006,1.81,0.87,1301.36,1872,1620,2018
2025-11-27,CHS01,23_1091_BLACK_41,OPEN,41,16,20.84,0.77,3,0.0443,0.2416,0.6675,1.13,0.87,1297.51,2127,1622,2019
2025-11-27,INS01,23_1091_BLUE-NAVY_40,OPEN,40,12,37.33,0.32,16,0.1765,0.3739,0.6779,2.7,0.87,1294.98,1666,1623,2020
2025-11-27,BES01,23_1091_BLACK_43,OPEN,43,10,24.35,0.41,4,0.108,0.3802,0.7829,2.11,0.87,1293.8,1637,1625,2021
2025-11-27,KOS01,25_1105_BROWN_40,PREMIUM OPEN,40,21,33.6,0.62,7,0.0722,0.2477,0.6129,1.39,0.87,1293.07,2107,1626,2022
2025-11-27,MUS01,16_1042_ANTIC-GOLD_40,OPEN,40,33,38.5,0.86,9,0.0527,0.1806,0.4965,1.01,0.87,1292.34,2301,1627,2023
2025-11-27,MUS01,33_1161_ROSE-GOLD_44,OPEN,44,6,37.33,0.16,13,0.1719,0.3815,0.7011,2.68,0.43,1289.27,1628,2084,2024
2025-11-27,COS01,33_1161_BLUE-NAVY_39,OPEN,39,22,23.25,0.95,1,0.0094,0.1228,0.5332,0.45,0.43,1286.98,2457,2085,2025
2025-11-27,BHS01,14_1028_WHITE_44,OPEN,44,8,34.46,0.23,20,0.2542,0.4749,0.757,3.71,0.86,1284.25,1197,1631,2026
2025-11-27,CHS01,28_1126_TAN_38,GIRLS_OPEN,38,25,24.14,1.04,3,0.0293,0.187,0.5968,0.83,0.86,1283.16,2283,1632,2027
2025-11-27,PUS01,13_1021_BROWN_38,OPEN,38,17,28.85,0.59,7,0.0764,0.2575,0.6246,1.46,0.86,1277.9,2078,1636,2028
2025-11-27,HYS01,17_1049_BROWN_44,CLOSE,44,6,19.76,0.3,4,0.0806,0.3194,0.7315,1.69,0.51,1276.31,1858,1996,2029
2025-11-27,MAS01,30_1140_WHITE_44,PREMIUM CLOSE,44,2,37.33,0.05,25,0.3375,0.5732,0.8257,4.77,0.26,1274.8,596,2314,2030
2025-11-27,INS01,25_1105_BLACK_44,PREMIUM OPEN,44,5,23.33,0.21,14,0.2694,0.5164,0.8086,3.97,0.85,1266.66,961,1641,2031
2025-11-27,MAS01,16_1042_TAN_40,OPEN,40,11,30.8,0.36,9,0.1436,0.3661,0.716,2.38,0.85,1266.62,1699,1642,2032
2025-11-27,BHS01,22_1084_NAVY_43,CLOSE,43,6,25.85,0.23,6,0.1218,0.3666,0.7469,2.19,0.51,1264.71,1697,2001,2033
2025-11-27,INS01,17_1049_MAROON_39,CLOSE,39,12,24.0,0.5,3,0.0381,0.2203,0.6417,1.01,0.51,1261.62,2183,2003,2034
2025-11-27,HYS01,23_1091_BLACK_43,OPEN,43,11,34.22,0.32,14,0.1694,0.372,0.6862,2.63,0.85,1261.22,1680,1646,2035
2025-11-27,BES01,23_1091_BLUE-NAVY_44,OPEN,44,4,20.36,0.2,5,0.2776,0.6152,0.9101,4.3,0.84,1258.5,370,1647,2036
2025-11-27,KOS01,15_1035_GREY_44,PREMIUM OPEN,44,2,28.0,0.07,57,0.4282,0.6659,0.8789,5.88,0.42,1256.71,178,2097,2037
2025-11-27,COS01,16_1042_ANTIC-GOLD_42,OPEN,42,9,26.53,0.34,8,0.1479,0.3847,0.7416,2.47,0.84,1250.69,1615,1653,2038
2025-11-27,COS01,16_1042_ANTIC-GOLD_44,OPEN,44,8,16.59,0.48,3,0.0785,0.3399,0.7647,1.74,0.84,1250.24,1797,1654,2039
2025-11-27,MAS01,10_1000_ROSE-GOLD_43,PREMIUM CLOSE,43,6,42.0,0.14,13,0.1368,0.3232,0.6422,2.19,0.31,1250.17,1844,2235,2040
2025-11-27,AHS01,15_1035_GREY_44,PREMIUM OPEN,44,1,9.33,0.11,2,0.2261,0.6311,0.9359,3.9,0.42,1248.72,301,2100,2041
2025-11-27,CHS01,13_1021_WHITE_44,OPEN,44,6,37.33,0.16,27,0.3722,0.6123,0.8513,5.2,0.84,1246.26,379,1657,2042
2025-11-27,MAS01,31_1147_ANTIC-GOLD_38,PREMIUM CLOSE,38,3,28.0,0.11,12,0.261,0.5164,0.8168,3.89,0.42,1245.37,960,2103,2043
2025-11-27,CHS01,27_1119_WHITE_44,CLOSE,44,8,34.46,0.23,9,0.1027,0.2908,0.6399,1.79,0.42,1242.14,1957,2105,2044
2025-11-27,MAS01,14_1028_WHITE_42,OPEN,42,10,26.67,0.38,9,0.1324,0.3464,0.6974,2.22,0.83,1241.02,1775,1659,2045
2025-11-27,INS01,22_1084_NAVY_44,CLOSE,44,4,24.89,0.16,10,0.1977,0.443,0.7735,3.09,0.5,1238.54,1341,2014,2046
2025-11-27,SUS01,17_1049_BROWN_44,CLOSE,44,3,24.0,0.12,12,0.2678,0.5252,0.8229,3.97,0.5,1237.17,910,2016,2047
2025-11-27,KOS01,13_1021_WHITE_44,OPEN,44,3,14.0,0.21,5,0.242,0.5718,0.8903,3.86,0.83,1232.23,607,1661,2048
2025-11-27,KOS01,31_1147_WHITE_44,PREMIUM CLOSE,44,6,30.55,0.2,8,0.1213,0.3372,0.6982,2.09,0.41,1229.89,1801,2110,2049
2025-11-27,HYS01,17_1049_MAROON_40,CLOSE,40,40,28.72,1.39,2,0.0082,0.0942,0.4489,0.35,0.49,1229.75,2520,2017,2050
2025-11-27,PUS01,24_1098_WHITE_39,OPEN,39,12,23.17,0.52,1,0.0137,0.1544,0.5897,0.59,0.31,1227.85,2388,2238,2051
2025-11-27,SUS01,23_1091_BROWN_39,OPEN,39,5,14.74,0.34,3,0.1232,0.4378,0.8359,2.43,0.82,1227.8,1368,1664,2052
2025-11-27,PUS01,23_1091_BROWN_38,OPEN,38,16,30.9,0.52,9,0.0893,0.2636,0.6086,1.59,0.82,1225.21,2059,1665,2053
2025-11-27,COS01,13_1021_BROWN_43,OPEN,43,8,28.0,0.29,10,0.1811,0.4178,0.7531,2.87,0.82,1222.34,1452,1668,2054
2025-11-27,PUS01,14_1028_NAVY_43,OPEN,43,13,33.09,0.39,12,0.1281,0.314,0.6393,2.09,0.82,1221.39,1881,1671,2055
2025-11-27,MUS01,32_1154_MAROON_44,CLOSE,44,2,37.33,0.05,11,0.2115,0.4551,0.7767,3.26,0.17,1219.48,1286,2421,2056
2025-11-27,MUS01,24_1098_MAROON_44,OPEN,44,3,28.0,0.11,8,0.175,0.4291,0.7778,2.85,0.31,1217.55,1405,2240,2057
2025-11-27,INS01,28_1126_BLUE-NAVY_37,GIRLS_OPEN,37,5,31.11,0.16,38,0.3641,0.5953,0.8323,5.08,0.82,1217.07,477,1676,2058
2025-11-27,BHS01,10_1000_BROWN_40,PREMIUM CLOSE,40,12,24.0,0.5,1,0.0142,0.1577,0.5951,0.61,0.3,1215.74,2376,2243,2059
2025-11-27,MUS01,33_1161_ROSE-GOLD_40,OPEN,40,47,28.92,1.62,1,0.0041,0.0726,0.416,0.25,0.41,1212.19,2550,2117,2060
2025-11-27,SUS01,33_1161_BLUE-NAVY_42,OPEN,42,15,25.45,0.59,3,0.0228,0.1593,0.5544,0.69,0.4,1210.91,2370,2118,2061
2025-11-27,AHS01,16_1042_ANTIC-GOLD_38,OPEN,38,12,48.0,0.25,28,0.2224,0.415,0.684,3.25,0.81,1210.28,1465,1680,2062
2025-11-27,KOS01,25_1105_BROWN_41,PREMIUM OPEN,41,23,24.3,0.95,3,0.0305,0.1916,0.6035,0.86,0.81,1207.79,2261,1681,2063
2025-11-27,AHS01,25_1105_MAROON_44,PREMIUM OPEN,44,6,33.6,0.18,33,0.3201,0.5436,0.7949,4.53,0.81,1204.03,799,1683,2064
2025-11-27,BHS01,23_1091_BLACK_37,OPEN,37,8,34.46,0.23,18,0.2345,0.4532,0.744,3.47,0.8,1199.36,1295,1687,2065
2025-11-27,MAS01,14_1028_WHITE_37,OPEN,37,3,15.27,0.2,7,0.2671,0.5706,0.8765,4.09,0.8,1196.23,614,1690,2066
2025-11-27,MAS01,28_1126_BLUE-NAVY_42,GIRLS_OPEN,42,7,26.13,0.27,11,0.1919,0.426,0.7532,2.99,0.8,1194.91,1414,1692,2067
2025-11-27,SUS01,14_1028_ROSE-GOLD_37,OPEN,37,4,24.89,0.16,20,0.3526,0.5997,0.8512,4.98,0.8,1193.01,439,1694,2068
2025-11-27,MAS01,16_1042_TAN_44,OPEN,44,2,16.0,0.12,22,0.4681,0.7199,0.919,6.4,0.8,1192.84,70,1695,2069
2025-11-27,COS01,17_1049_MAROON_44,CLOSE,44,3,18.67,0.16,5,0.1743,0.4759,0.8377,2.98,0.48,1192.56,1194,2038,2070
2025-11-27,BES01,23_1091_BLACK_37,OPEN,37,4,28.0,0.14,18,0.4008,0.6579,0.8899,5.59,0.8,1190.68,206,1696,2071
2025-11-27,COS01,31_1147_WHITE_41,PREMIUM CLOSE,41,19,31.29,0.61,4,0.0238,0.1467,0.5143,0.66,0.4,1190.52,2408,2124,2072
2025-11-27,MUS01,25_1105_BLACK_42,PREMIUM OPEN,42,11,17.11,0.64,2,0.045,0.2712,0.7182,1.24,0.8,1187.77,2026,1698,2073
2025-11-27,KOS01,15_1035_GREY_37,PREMIUM OPEN,37,2,28.0,0.07,15,0.3964,0.6614,0.8967,5.56,0.4,1186.96,196,2127,2074
2025-11-27,BHS01,23_1091_BLACK_38,OPEN,38,7,30.15,0.23,12,0.2261,0.4689,0.7819,3.43,0.8,1186.94,1234,1699,2075
2025-11-27,INS01,10_1000_BROWN_40,PREMIUM CLOSE,40,11,24.64,0.45,2,0.0191,0.1622,0.5797,0.67,0.3,1186.21,2360,2257,2076
2025-11-27,COS01,12_1014_BROWN_37,CLOSE,37,17,29.75,0.57,2,0.0101,0.1081,0.4802,0.42,0.24,1183.92,2490,2336,2077
2025-11-27,BHS01,22_1084_NAVY_44,CLOSE,44,6,25.85,0.23,6,0.1122,0.3481,0.7307,2.05,0.48,1183.7,1765,2043,2078
2025-11-27,MUS01,16_1042_BLUE-NAVY_40,OPEN,40,51,21.31,2.39,0,0.0047,0.0982,0.5066,0.33,0.79,1182.63,2510,1702,2079
2025-11-27,COS01,15_1035_GREY_38,PREMIUM OPEN,38,2,28.0,0.07,26,0.394,0.6381,0.8693,5.48,0.39,1170.5,277,2129,2080
2025-11-27,INS01,16_1042_ANTIC-GOLD_43,OPEN,43,11,29.33,0.38,11,0.1271,0.3193,0.6527,2.09,0.78,1169.47,1859,1706,2081
2025-11-27,MAS01,18_1056_BLACK_42,GIRLS_OPEN,42,13,26.0,0.5,0,0.0047,0.0989,0.5083,0.33,0.17,1169.03,2507,2427,2082
2025-11-27,COS01,23_1091_BROWN_41,OPEN,41,17,27.2,0.62,5,0.0583,0.2426,0.6351,1.25,0.78,1167.57,2123,1707,2083
2025-11-27,AHS01,33_1161_ROSE-GOLD_44,OPEN,44,3,28.0,0.11,6,0.2288,0.5362,0.8645,3.64,0.39,1166.41,848,2130,2084
2025-11-27,INS01,10_1000_WHITE_43,PREMIUM CLOSE,43,8,20.36,0.39,1,0.0188,0.1863,0.638,0.74,0.29,1163.7,2284,2268,2085
2025-11-27,MUS01,25_1105_BLACK_44,PREMIUM OPEN,44,4,24.89,0.16,19,0.341,0.5883,0.8453,4.84,0.78,1159.19,514,1710,2086
2025-11-27,KOS01,21_1077_BLUE-NAVY_44,PREMIUM CLOSE,44,2,22.4,0.09,2,0.079,0.3724,0.8054,1.86,0.17,1158.36,1676,2430,2087
2025-11-27,INS01,17_1049_BLACK_37,CLOSE,37,4,32.0,0.12,16,0.2513,0.4835,0.7762,3.71,0.46,1154.19,1152,2053,2088
2025-11-27,SUS01,33_1161_ROSE-GOLD_44,OPEN,44,3,16.8,0.18,3,0.1051,0.4011,0.8116,2.16,0.39,1153.08,1523,2135,2089
2025-11-27,BES01,13_1021_WHITE_42,OPEN,42,18,40.32,0.45,6,0.0913,0.3051,0.6897,1.73,0.77,1153.05,1912,1713,2090
2025-11-27,AHS01,14_1028_WHITE_41,OPEN,41,16,16.59,0.96,0,0.0169,0.2079,0.6897,0.8,0.77,1145.93,2217,1719,2091
2025-11-27,SUS01,24_1098_WHITE_37,OPEN,37,4,37.33,0.11,12,0.1698,0.3844,0.7101,2.67,0.29,1142.24,1616,2273,2092
2025-11-27,CHS01,16_1042_ANTIC-GOLD_43,OPEN,43,14,30.15,0.46,9,0.0929,0.271,0.6174,1.64,0.76,1136.3,2028,1723,2093
2025-11-27,MAS01,32_1154_MAROON_38,CLOSE,38,3,84.0,0.04,60,0.3237,0.5393,0.7807,4.55,0.16,1135.31,827,2431,2094
2025-11-27,HYS01,25_1105_BLACK_38,PREMIUM OPEN,38,9,22.91,0.39,6,0.1047,0.3332,0.7171,1.94,0.76,1133.69,1816,1724,2095
2025-11-27,SUS01,16_1042_ANTIC-GOLD_42,OPEN,42,8,18.67,0.43,4,0.0857,0.3314,0.7424,1.77,0.76,1130.15,1825,1727,2096
2025-11-27,PUS01,13_1021_BROWN_37,OPEN,37,5,10.77,0.46,0,0.0503,0.3695,0.8353,1.63,0.76,1128.7,1686,1728,2097
2025-11-27,BES01,13_1021_BROWN_40,OPEN,40,16,28.0,0.57,3,0.0543,0.2733,0.7024,1.32,0.75,1124.63,2016,1731,2098
2025-11-27,COS01,14_1028_WHITE_37,OPEN,37,4,24.89,0.16,14,0.3251,0.5857,0.8553,4.68,0.75,1120.62,534,1733,2099
2025-11-27,INS01,14_1028_NAVY_37,OPEN,37,3,18.67,0.16,11,0.3217,0.5978,0.8724,4.68,0.75,1119.62,462,1735,2100
2025-11-27,MAS01,29_1133_BROWN_37,BOYS CLOSE,37,6,21.0,0.29,1,0.0204,0.1952,0.6502,0.79,0.22,1119.23,2252,2355,2101
2025-11-27,MAS01,14_1028_NAVY_43,OPEN,43,3,14.0,0.21,5,0.214,0.5345,0.8714,3.5,0.75,1118.51,857,1736,2102
2025-11-27,INS01,11_1007_BLACK_37,PREMIUM CLOSE,37,4,32.0,0.12,5,0.0599,0.2468,0.64,1.28,0.16,1118.48,2112,2436,2103
2025-11-27,SUS01,13_1021_BROWN_37,OPEN,37,6,25.85,0.23,12,0.2109,0.4471,0.7646,3.23,0.75,1116.81,1327,1738,2104
2025-11-27,HYS01,33_1161_ROSE-GOLD_40,OPEN,40,31,31.0,1.0,2,0.0087,0.0985,0.4589,0.37,0.37,1115.54,2509,2145,2105
2025-11-27,PUS01,20_1070_ANTIC-GOLD_43,PREMIUM CLOSE,43,6,22.4,0.27,0,0.011,0.1627,0.6274,0.6,0.16,1115.27,2357,2438,2106
2025-11-27,HYS01,23_1091_BROWN_39,OPEN,39,25,20.29,1.23,1,0.0142,0.1573,0.5944,0.61,0.75,1115.03,2377,1739,2107
2025-11-27,MUS01,14_1028_WHITE_37,OPEN,37,8,29.87,0.27,12,0.1783,0.3979,0.7225,2.79,0.75,1113.21,1547,1742,2108
2025-11-27,KOS01,14_1028_WHITE_44,OPEN,44,4,28.0,0.14,40,0.3753,0.6079,0.8409,5.22,0.75,1111.8,399,1743,2109
2025-11-27,PUS01,31_1147_ANTIC-GOLD_44,PREMIUM CLOSE,44,5,28.0,0.18,7,0.1174,0.3428,0.7143,2.08,0.37,1108.95,1787,2147,2110
2025-11-27,CHS01,25_1105_BROWN_44,PREMIUM OPEN,44,6,21.0,0.29,7,0.1538,0.4079,0.7703,2.6,0.74,1104.93,1498,1745,2111
2025-11-27,BHS01,25_1105_BROWN_38,PREMIUM OPEN,38,7,26.13,0.27,8,0.1685,0.4187,0.7697,2.76,0.74,1101.12,1447,1746,2112
2025-11-27,KOS01,16_1042_TAN_44,OPEN,44,3,18.67,0.16,9,0.3113,0.6013,0.8823,4.58,0.74,1097.62,430,1749,2113
2025-11-27,KOS01,27_1119_WHITE_37,CLOSE,37,9,22.91,0.39,2,0.0301,0.2137,0.6529,0.93,0.36,1088.01,2204,2157,2114
2025-11-27,CHS01,23_1091_BROWN_43,OPEN,43,5,25.45,0.2,11,0.2465,0.5039,0.8129,3.72,0.73,1087.83,1036,1757,2115
2025-11-27,SUS01,24_1098_WHITE_41,OPEN,41,6,21.0,0.29,1,0.027,0.2295,0.6929,0.95,0.27,1087.65,2166,2287,2116
2025-11-27,SUS01,15_1035_GREY_42,PREMIUM OPEN,42,2,28.0,0.07,19,0.3586,0.6088,0.8587,5.06,0.36,1081.11,394,2161,2117
2025-11-27,PUS01,17_1049_BROWN_44,CLOSE,44,2,12.44,0.16,2,0.1335,0.4905,0.8776,2.69,0.43,1076.87,1114,2080,2118
2025-11-27,PUS01,30_1140_WHITE_37,PREMIUM CLOSE,37,5,25.45,0.2,3,0.0424,0.2352,0.66,1.1,0.22,1076.02,2152,2364,2119
2025-11-27,BHS01,15_1035_GREY_42,PREMIUM OPEN,42,2,28.0,0.07,13,0.3488,0.6176,0.8772,4.99,0.36,1065.15,361,2168,2120
2025-11-27,BES01,33_1161_BLUE-NAVY_39,OPEN,39,16,30.9,0.52,2,0.02,0.1666,0.5867,0.69,0.36,1064.6,2350,2171,2121
2025-11-27,COS01,31_1147_ANTIC-GOLD_44,PREMIUM CLOSE,44,5,28.0,0.18,6,0.1085,0.3409,0.7242,1.99,0.36,1064.45,1792,2172,2122
2025-11-27,BHS01,29_1133_BROWN_39,BOYS CLOSE,39,30,28.47,1.05,0,0.0023,0.0633,0.4134,0.2,0.21,1062.04,2562,2368,2123
2025-11-27,CHS01,23_1091_BROWN_41,OPEN,41,24,22.78,1.05,2,0.0195,0.1641,0.5828,0.68,0.71,1060.13,2356,1771,2124
2025-11-27,BHS01,25_1105_BLACK_37,PREMIUM OPEN,37,3,21.0,0.14,11,0.3454,0.6247,0.8871,4.97,0.71,1057.9,327,1774,2125
2025-11-27,KOS01,20_1070_ANTIC-GOLD_41,PREMIUM CLOSE,41,7,32.67,0.21,2,0.0207,0.1703,0.5924,0.71,0.15,1056.97,2341,2444,2126
2025-11-27,MAS01,14_1028_NAVY_37,OPEN,37,4,28.0,0.14,28,0.3532,0.5888,0.8339,4.96,0.71,1055.89,508,1776,2127
2025-11-27,AHS01,31_1147_WHITE_40,PREMIUM CLOSE,40,32,25.6,1.25,1,0.0049,0.0809,0.4386,0.28,0.35,1053.9,2538,2179,2128
2025-11-27,INS01,24_1098_MAROON_44,OPEN,44,2,37.33,0.05,63,0.3512,0.5742,0.8102,4.9,0.26,1048.18,593,2305,2129
2025-11-27,BHS01,31_1147_WHITE_40,PREMIUM CLOSE,40,14,27.03,0.52,2,0.0196,0.1644,0.5833,0.68,0.35,1048.14,2354,2182,2130
2025-11-27,KOS01,25_1105_BROWN_42,PREMIUM OPEN,42,10,19.31,0.52,2,0.0503,0.2893,0.7361,1.34,0.7,1037.37,1966,1786,2131
2025-11-27,KOS01,13_1021_WHITE_37,OPEN,37,4,17.23,0.23,5,0.1752,0.4774,0.8386,2.99,0.69,1035.1,1185,1788,2132
2025-11-27,MAS01,14_1028_WHITE_44,OPEN,44,3,24.0,0.12,36,0.4011,0.6394,0.8645,5.55,0.69,1034.32,270,1790,2133
2025-11-27,MAS01,24_1098_MAROON_42,OPEN,42,3,33.6,0.09,10,0.1832,0.421,0.7559,2.9,0.26,1033.1,1436,2308,2134
2025-11-27,MAS01,14_1028_NAVY_39,OPEN,39,10,28.0,0.36,8,0.1107,0.317,0.6782,1.94,0.69,1031.85,1868,1791,2135
2025-11-27,BHS01,33_1161_ROSE-GOLD_44,OPEN,44,2,16.0,0.12,2,0.138,0.4987,0.8817,2.75,0.34,1029.53,1064,2190,2136
2025-11-27,INS01,25_1105_BROWN_38,PREMIUM OPEN,38,10,29.47,0.34,10,0.1212,0.3168,0.6585,2.03,0.69,1027.63,1869,1793,2137
2025-11-27,COS01,23_1091_BLUE-NAVY_44,OPEN,44,3,24.0,0.12,24,0.396,0.6426,0.8738,5.51,0.69,1026.38,261,1794,2138
2025-11-27,BHS01,25_1105_BROWN_44,PREMIUM OPEN,44,4,20.36,0.2,7,0.2212,0.5105,0.8421,3.5,0.69,1024.49,996,1795,2139
2025-11-27,SUS01,18_1056_ANTIC-GOLD_37,GIRLS_OPEN,37,7,30.15,0.23,2,0.0176,0.1542,0.5667,0.63,0.15,1017.92,2389,2451,2140
2025-11-27,INS01,25_1105_MAROON_44,PREMIUM OPEN,44,4,24.89,0.16,15,0.2907,0.5393,0.8214,4.23,0.68,1012.9,828,1802,2141
2025-11-27,HYS01,23_1091_BROWN_40,OPEN,40,17,19.43,0.88,1,0.0201,0.1935,0.6478,0.78,0.68,1012.53,2257,1803,2142
2025-11-27,SUS01,25_1105_MAROON_41,PREMIUM OPEN,41,16,30.9,0.52,7,0.0671,0.2358,0.598,1.31,0.68,1008.83,2151,1805,2143
2025-11-27,INS01,14_1028_ROSE-GOLD_44,OPEN,44,6,17.68,0.34,4,0.1,0.3634,0.7696,1.99,0.68,1007.43,1708,1806,2144
2025-11-27,INS01,14_1028_ROSE-GOLD_38,OPEN,38,9,21.0,0.43,4,0.0737,0.3026,0.7155,1.58,0.68,1006.8,1923,1807,2145
2025-11-27,COS01,14_1028_WHITE_44,OPEN,44,8,29.87,0.27,10,0.1554,0.3763,0.717,2.52,0.67,1004.34,1652,1812,2146
2025-11-27,KOS01,16_1042_ANTIC-GOLD_37,OPEN,37,6,19.76,0.3,5,0.1197,0.3812,0.771,2.22,0.67,1002.31,1630,1814,2147
